type,id,lat,lon,tags/amenity,tags/name,tags/name:en,tags/dispensing,tags/drive_through,tags/healthcare,tags/opening_hours,tags/int_name,tags/name:mk,tags/addr:housenumber,tags/addr:street,tags/addr:city,tags/addr:postcode,tags/addr:city:en,tags/addr:country,tags/addr:street:en,tags/email,tags/operator,tags/phone,tags/website,tags/wheelchair,tags/brand,tags/name:sq,tags/fixme,nodes/0,nodes/1,nodes/2,nodes/3,nodes/4,tags/building,nodes/5,nodes/6,nodes/7,nodes/8,nodes/9,nodes/10,tags/shop
node,6054050093,41.998501,21.4224854,pharmacy,Zegin,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6054050097,42.0004895,21.4152598,pharmacy,Betty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6054050785,41.9952217,21.423164,pharmacy,,,,,,Mo-Fr 08:00-21:00; Sa 08:00-18:00; Su 08:00-15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6278889139,42.0105657,21.4406066,pharmacy,Bett,,,,,,,,,Коста Абрашевиќ,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6279836416,41.9907383,21.4259201,pharmacy,Аптека,,,,,,,,,Јордан Мијалков,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6281849279,42.0086285,21.443156,pharmacy,АПТЕКА BARNATORE,,,,,,,,,Булевар Цветан Димов,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6281849280,42.0082379,21.4434403,pharmacy,Зегин,,,,,,,,,Булевар Цветан Димов,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6281849281,42.0075593,21.4429723,pharmacy,Аптека,Chemist,,,,,,,,Цветан Димов,,,,,,,,,,,,Barnatore,,,,,,,,,,,,,,
node,6281993272,42.0151742,21.4438641,pharmacy,BETTY,,,,,,,,,Ќемал Сејфула,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6281993278,42.0132431,21.4393607,pharmacy,Zegin,,,,,,,,,Џон Кенеди,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6281993283,42.0128994,21.4356244,pharmacy,Vita Farm,,,,,,,,,Џон Кенеди,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6289824075,41.9950587,21.3943733,pharmacy,,,,,,,,,,Козле,,,,,,,,,,,,,name,,,,,,,,,,,,,
node,6289927529,41.9751104,21.4722875,pharmacy,Еурофарм Аптека,,,,,,,,,Димитар Туриманџовски,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6291421026,41.9771244,21.4438185,pharmacy,Еурофарм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6291421027,41.9762181,21.438959,pharmacy,Еурофарм,,,,,,,,,Народни Херои,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6814246729,41.9949134,21.4245363,pharmacy,Zegin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6815918388,41.9982536,21.4226605,pharmacy,Betty,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6815931685,42.0027911,21.4182168,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6820837785,41.9936185,21.4359152,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6827074009,42.0028076,21.4407832,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6913306084,42.0247319,21.4292568,pharmacy,Zegin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8124609217,42.003747,21.4672077,pharmacy,Еурофарм аптека,Eurofarm,,,,,,,,Бапчор,,1000,,,,,,,,,,,,,,,,,,,,,,,,
node,8188519794,41.9968203,21.4265268,pharmacy,Еурофарм,,,no,pharmacy,,,,8,Максим Горки,Cкoпje,1000,Skopje,MK,,,,,,,,,,,,,,,,,,,,,,
node,8494240822,42.0026365,21.4114399,pharmacy,Зегин - Моја Аптека,,yes,no,pharmacy,Mo-Fr 07:00-21:00; Sa 08:00-21:00; Su off,,,7,Иван Аговски,Cкoпje,1000,,,,,Зегин,+38923089997,,,Зегин,,,,,,,,,,,,,,,
node,8745676373,41.9933214,21.42882,pharmacy,Еурофарм,,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9200216055,42.003838,21.4397417,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9200216066,41.9896172,21.4359938,pharmacy,Eurofarm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9200216070,41.987373,21.4367247,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9200216344,41.994867,21.4202929,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9200216435,41.9995923,21.4379217,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9200216440,41.9922394,21.4284796,pharmacy,Zegin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9200216545,42.0035535,21.4153737,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9200216556,42.0005157,21.4152038,pharmacy,Betty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,121652407,,,pharmacy,Билна Аптека,,,,,,,,46,11 Октомври,Cкoпje,1000,Skopje,MK,,,,,,,,,,1145898401,1361157237,1361157238,1361157236,1145898401,yes,,,,,,,
way,175499691,,,pharmacy,,,,,,,,,,,Cкoпje,1000,Skopje,MK,,,,,,,,,,1860775852,1860775720,1860775709,444994406,1860775852,house,,,,,,,
way,176158374,,,pharmacy,Дисконт,,,,,Mo-Su 08:00-21:00,,,48,Булевар Илинден,Cкoпje,1000,Skopje,MK,,,,,,,,,,1867138500,1867138554,6348159701,6348159700,444938513,yes,6348159702,6348159703,1867138531,6348159698,6348159699,1867138500,convenience
way,251146836,,,pharmacy,,,,,,,,,54,Петар Чаулев,Cкoпje,1000,Skopje,MK,,,,,,,,,,2574239447,2574245319,2574245320,2574239448,2574239447,shop,,,,,,,
way,476363999,,,pharmacy,Berna Farm,,,,,,,,,Јајце - 393,,,,,,,,,,,,,,4699625443,4699625444,4699625445,4699625446,4699625443,service,,,,,,,
node,2574239447,42.0071541,21.3760091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2574239448,42.0070632,21.3759568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2574245319,42.0071404,21.3760522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2574245320,42.0070495,21.3759999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1145898401,41.9886596,21.4361069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1361157236,41.988532,21.436182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1361157237,41.9884562,21.4353934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1361157238,41.9883366,21.4354578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,444938513,42.0009645,21.4262009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1867138500,42.0012381,21.4259438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1867138531,42.0010897,21.4262899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1867138554,42.0011698,21.425885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6348159698,42.0011303,21.4262044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6348159699,42.0011188,21.4261945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6348159700,42.001126,21.4258613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6348159701,42.0011651,21.425895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6348159702,42.0010409,21.4262667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6348159703,42.0010473,21.4262533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4699625445,42.0118597,21.4455748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,444994406,42.011744,21.4593671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1860775709,42.0116887,21.4594133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1860775720,42.011647,21.4593228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1860775852,42.0117024,21.4592766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4699625443,42.0119331,21.4454422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4699625444,42.0118762,21.4454304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4699625446,42.0119166,21.4455866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
